version,trade_id,entry_mode,stock_code,stock_name,session,strategy,TP,SL,entry_time,exit_time,entry_price,exit_price,return_rate,MFE,MAE,result,score,signal_price,high_gap,trading_value_source,actual_trading_value,estimated_trading_value,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_reason,pre_entry_type,first_75_to_pre_entry_sec,confirm_first_signal_time,confirm_first_signal_price,confirm_delay_sec,confirm_rise_pct,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S150,1.25,-1.5,2026-08-25 09:04:17.279,2026-08-25 09:04:22.121,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S175,1.25,-1.75,2026-08-25 09:04:17.279,2026-08-25 09:04:22.121,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S200,1.25,-2.0,2026-08-25 09:04:17.279,2026-08-25 09:04:22.121,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S225,1.25,-2.25,2026-08-25 09:04:17.279,2026-08-25 09:04:22.122,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S250,1.25,-2.5,2026-08-25 09:04:17.279,2026-08-25 09:04:22.122,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S275,1.25,-2.75,2026-08-25 09:04:17.279,2026-08-25 09:04:22.122,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S300,1.25,-3.0,2026-08-25 09:04:17.279,2026-08-25 09:04:22.122,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S325,1.25,-3.25,2026-08-25 09:04:17.279,2026-08-25 09:04:22.122,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T125_S350,1.25,-3.5,2026-08-25 09:04:17.279,2026-08-25 09:04:22.122,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S050,1.25,-0.5,2026-08-25 09:04:17.285,2026-08-25 09:04:22.135,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S075,1.25,-0.75,2026-08-25 09:04:17.285,2026-08-25 09:04:22.135,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S100,1.25,-1.0,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S125,1.25,-1.25,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S150,1.25,-1.5,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S175,1.25,-1.75,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S200,1.25,-2.0,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S225,1.25,-2.25,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S250,1.25,-2.5,2026-08-25 09:04:17.285,2026-08-25 09:04:22.136,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S275,1.25,-2.75,2026-08-25 09:04:17.285,2026-08-25 09:04:22.137,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S300,1.25,-3.0,2026-08-25 09:04:17.285,2026-08-25 09:04:22.137,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S325,1.25,-3.25,2026-08-25 09:04:17.285,2026-08-25 09:04:22.137,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_PRE_HISTORY_090417285753,PRE_HISTORY,484810,티엑스알로보틱스,MAIN,T125_S350,1.25,-3.5,2026-08-25 09:04:17.285,2026-08-25 09:04:22.137,16026.01,16230.0,1.273,1.273,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,FIRST_75_PASS,0.0,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S050,1.5,-0.5,2026-08-25 09:04:17.279,2026-08-25 09:04:22.155,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S075,1.5,-0.75,2026-08-25 09:04:17.279,2026-08-25 09:04:22.156,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S100,1.5,-1.0,2026-08-25 09:04:17.279,2026-08-25 09:04:22.156,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S125,1.5,-1.25,2026-08-25 09:04:17.279,2026-08-25 09:04:22.156,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S150,1.5,-1.5,2026-08-25 09:04:17.279,2026-08-25 09:04:22.156,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S175,1.5,-1.75,2026-08-25 09:04:17.279,2026-08-25 09:04:22.156,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
v1.6.3,20260825_484810_BASE_090417279030,BASE,484810,티엑스알로보틱스,MAIN,T150_S200,1.5,-2.0,2026-08-25 09:04:17.279,2026-08-25 09:04:22.156,16026.01,16270.0,1.522,1.522,-0.287,TAKE_PROFIT,80,16010.0,0.24922118380062305,ACTUAL,43203000000.0,1746050600.0,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,2026-08-25 09:04:13.293,16010.0,80.0,PASS,PASS,,,,,,,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
